text,department
experiencing severe acid reflux since 3 days. it is not improving.,Gastroenterology
dealing with acid reflux for 2 days now.,Gastroenterology
facing diarrhea and it feels serious. i am very worried.,Gastroenterology
i have been experiencing cough for few hours. i am very worried.,Pulmonology
dealing with fever for two weeks now. it is not improving.,General Medicine
facing general discomfort and it feels serious. it started suddenly.,General Medicine
dealing with skin rash for two weeks now. the pain is increasing.,Dermatology
experiencing severe abdominal cramps since last night.,Gastroenterology
suffering from migraine since 2 days. it is not improving.,Neurology
dealing with urine infection for 2 days now.,Urology
suffering from pelvic pain since few hours. the pain is increasing.,Gynecology
suffering from panic attacks since past 4 days. the pain is increasing.,Psychiatry
there is unconsciolsness happening since 3 days. it is not improving.,Emergency
suffering from child stomach pain since one day. it is not improving.,Pediatrics
i have been experiencing sore throat for 3 days. the pain is increasing.,ENT
i have been experiencing dizziness for few hours. it is not improving.,Neurology
experiencing severe ankle injury since since morning. it is not improving.,Orthopedics
there is skin irritation happening since past 4 days.,Dermatology
i feel skin rash continuously for one day.,Dermatology
dealing with pain while urinating for 3 days now. it started suddenly.,Urology
i feel shortness of breath continuously for since morning. it started suddenly.,Cardiology
i feel stress continuously for last night. it started suddenly.,Psychiatry
experiencing severe eye pain since two weeks. it is getting worse.,Ophthalmology
facing mood swings and it feels serious.,Psychiatry
thyroid problem is bothering me for a week. it is getting worse.,Endocrinology
facing severe breathing issue and it feels serious. it is not improving.,Emergency
having vaginal discharge from past one day. it is getting worse.,Gynecology
having ear discharge from past last night. it is not improving.,ENT
having blood in urine from past last night. it started suddenly.,Urology
there is eye redness happening since 3 days. i am very worried.,Ophthalmology
suffering from cough since one day. it is not improving.,Pulmonology
dealing with period delay for 2 days now. it started suddenly.,Gynecology
suffering from vomiting in child since since morning. i am very worried.,Pediatrics
dealing with frequent urination for one day now. i am very worried.,Urology
having lower abdominal pain from past past 4 days. it started suddenly.,Urology
panic attacks is bothering me for past 4 days. it started suddenly.,Psychiatry
i feel back pain continuously for two weeks. i am very worried.,Orthopedics
suffering from unconsciousness since last night.,Emergency
having child fever from past last night. it is getting worse.,Pediatrics
heavy bleeding is bothering me for few hours. i am very worried.,Gynecology
experiencing severe acid reflux since 2 days. i am very worried.,Gastroenterology
facing memory loss and it feels serious. the pain is increasing.,Neurology
experiencing severe child cold since past 4 days.,Pediatrics
having memory loss from past 2 days. the pain is increasing.,Neurology
there is tightness in chest happening since 3 days.,Cardiology
i feel severe breathing issue continuously for one day. it is not improving.,Emergency
facing acne and it feels serious. it is not improving.,Dermatology
having pelvic pain from past a week.,Gynecology
there is tightness in chest happening since one day. i am very worried.,Cardiology
experiencing severe hormone imbalance since a week.,Endocrinology
experiencing severe general discomfort since 2 days.,General Medicine
suffering from thyroid problem since since morning. it started suddenly.,Endocrinology
i feel breathing difficulty continuously for one day. it is getting worse.,Pulmonology
i feel frequent urination continuously for 2 days. it started suddenly.,Urology
having seizures from past one day. it is getting worse.,Neurology
experiencing severe child stomach pain since one day. it is not improving.,Pediatrics
wheezing is bothering me for a week.,Pulmonology
dealing with viral infection for a week now. the pain is increasing.,General Medicine
experiencing severe severe chest pain since two weeks. it is not improving.,Emergency
i feel cough continuously for last night. it started suddenly.,Pulmonology
ear discharge is bothering me for since morning. it is not improving.,ENT
suffering from eye redness since last night.,Ophthalmology
having ear discharge from past 3 days. it started suddenly.,ENT
experiencing severe dizziness since 3 days. i am very worried.,Neurology
having bloating from past since morning. i am very worried.,Gastroenterology
facing child cough and it feels serious.,Pediatrics
dealing with double vision for a week now. it is getting worse.,Ophthalmology
i feel cold and cough continuously sor few hours. it is not improving.,General Medicine
child stomach pain is bothering me for 3 days. it is getting worse.,Pediatrics
blocked nose is bothering me for 2 days. it is not improving.,ENT
facing skin irritation and it feels serious.,Dermatology
having coldfand cough from past two weeks. it started suddenly.,General Medicine
i feel child fever continuously for few hours. the pain is increasing.,Pediatrics
experiencing severe weight gain since past 4 days. i am very worried.,Endocrinology
i feel seizuwes continuously for 3 days. it is getting worse.,Neurology
having child cold from past few hours. it is not improving.,Pediatrics
child fever is bothering me for since morning.,Pediatrics
suffering from severe breathing issue since since morning. it is getting worse.,Emergency
suffering from diarrhea since two weeks.,Gastroenterology
facing rash in child and it feels serious.,Pediatrics
dealing with fever for 2 days now. i am very worried.,General Medicine
i have been experiencing blocked nose for few hours. it is getting worse.,ENT
dealing with cold and cough for last night now. it is not improving.,General Medicine
having panic attacks from past past 4 days. i am very worried.,Psychiatry
experiencing severe rash in child since one day. it started suddenly.,Pediatrics
having acid reflux from past since morning. it is getting worse.,Gastroenterology
experiencing severe pelvic pain since 2 days. it is not improving.,Gynecology
hnving rash in child from past past 4 days. it started suddenly.,Pediatrics
there is accident injury happening since 2 days. i am very worried.,Emergency
watery eyes is bothering me for 2 days.,Ophthalmology
dealing with itching for a week now. it is getting worse.,Dermatology
i feel eye redness continuously for last night. it started suddenly.,Ophthalmology
suffering from lower abdominal pain since a week. it started suddenly.,Urology
there is thyroid problem happening since since morning. i am very worried.,Endocrinology
facing ear pain and it feels serious. it is getting worse.,ENT
memory loss is bothering me for past 4 days.,Neurology
there is heavy bleeding happening since since morning. it started suddenly.,Emergency
suffering from shortness of breath since since morning. it is not improving.,Pulmonology
dealing with anxiety for 3 days now. i am very worried.,Psychiatry
headache is bothering me for few hours.,Neurology
child cough is bothering me for one day. it is getting worse.,Pediatrics
i feel pressure in chest continuously for past 4 days. the pain is increasing.,Cardiology
suffering from fracture since two weeks. the pain is increasing.,Orthopedics
blocked nose is bothering me for a week. the pain is increasing.,ENT
there is memory loss happening since two weeks. it started suddenly.,Neurology
suffering from child cold since one day. it is getting worse.,Pediatrics
i have been experiencing child feveu for few hours. it is getting worse.,Pediatrics
i have been experiencing double vision for few hours. it is getting worse.,Ophthalmology
seizures is bothering me for last night. it is getting worse.,Neurology
there is tightness in chest happening since 3 days. it started suddenly.,Cardiology
sufferisg from heavy bleeding since since morning. the pain is increasing.,Gynecology
having eczema from past one day. the pain is increasing.,Dermatology
i have been experiencing sinus pain for 2 days. it is not improving.,ENT
dealing with rash in child for a week now.,Pediatrics
i feel memory loss continuously for two weeks. i am very worried.,Neurology
heart palpitations is bothering me for 2 days.,Cardiology
dealing with stress for last night now. it started suddenly.,Psychiatry
abdominal cramps is bothering me for since morning. the pain is increasing.,Gastroenterology
i feel heart palpitations continuously for two weeks. it is getting worse.,Cardiology
vaginal discharge is bothering me for last night.,Gynecology
rash in child is bothering me for few hours. it is getting worse.,Pediatrics
dealing with frequent urination for 2 days now. it started suddenly.,Urology
suffering from back pain since two weeks. it started suddenly.,Orthopedics
i feel urine infection continuously for a week. it is getting worse.,Urology
experiencing severe tightness in chest since last night. the pain is increasing.,Cardiology
having sore thfoat from past 2 days. it is getting worse.,ENT
dealing with excess thirst for two weeks now.,Endocrinology
i have been experiencing ankle injury for 2 days. i am very worried.,Orthopedics
suffering from shortness of breath since past 4 days. the pain is increasing.,Pulmonology
